"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","loglike"
40.8038,0.972327,0.0183922,18.2822,3.40238,4.97327,0.958561,0.0196158,20.8348,8.12413,8.47568,3.27026,62.4181,16.6664,0.0990357,73.9473,-9547.2
41.3903,0.987717,0.00963344,16.834,2.88734,4.00695,0.909273,0.00623652,26.0015,6.76279,8.26856,3.27433,55.3467,16.7838,0.522372,18.1334,-9552.02
51.9449,0.942092,0.0150752,15.3875,3.17738,4.92172,0.945745,0.0158556,20.0009,4.6833,12.7058,5.62191,42.6569,16.5401,0.516185,22.7969,-9552.06
44.7073,0.94056,0.0120596,17.1014,3.01735,3.98659,0.967798,0.0143476,23.2936,5.32498,8.52956,3.32828,50.1111,15.3642,0.586887,22.5561,-9547.53
45.8049,0.958387,0.00954772,16.3596,2.97055,4.3551,0.938257,0.00501086,24.5201,4.15843,10.8114,4.37784,49.3294,16.9153,0.210342,135.508,-9544.62
45.6057,0.921231,0.0174347,17.5152,3.52335,4.66116,0.930857,0.0111791,23.6931,6.61421,10.6311,4.4843,42.2848,16.6942,0.176001,96.9401,-9544.6
43.0202,0.94773,0.0102529,17.5089,2.99094,4.9211,0.938028,0.018959,20.1516,4.66349,6.21909,2.27735,59.7877,15.4129,0.503258,33.9195,-9552.99
40.3716,0.988806,0.0160061,18.0705,3.21749,3.80826,0.960179,0.0132455,20.4523,3.64718,8.83963,3.76445,60.5894,16.6029,0.284114,66.5107,-9543.72
48.833,0.8038,0.0154467,18.3518,3.72909,3.32822,0.856635,0.0197812,25.6457,3.88929,11.1746,4.08733,41.4495,16.7863,0.247477,112.545,-9558.94
43.0834,0.867777,0.0101244,18.0586,3.0599,6.17486,0.977519,0.0153813,22.5426,5.02681,8.72527,3.04905,37.3465,16.3499,0.164193,156.852,-9548.64
47.3741,0.918552,0.0139179,16.6907,3.15566,4.68193,0.980467,0.0144097,25.4833,6.44226,13.0534,4.93823,31.8691,15.9648,0.282015,104.328,-9552.68
45.5032,0.963608,0.00957027,16.4697,3.01303,4.02416,0.860909,0.00689556,29.3016,5.34087,9.78172,5.82082,52.7889,17.2718,0.357726,106.287,-9549.02
46.3603,0.962307,0.0115643,16.6697,3.10529,4.83261,0.919188,0.0197855,24.0835,6.39068,10.7257,5.0727,48.4512,16.4259,0.364576,42.4017,-9547.3
39.299,0.858819,0.00992251,18.6189,3.02927,2.64497,0.965521,0.018426,26.6524,6.10929,7.48779,2.9181,48.2726,16.4667,0.205725,61.5623,-9552.76
44.7487,0.980354,0.0115288,17.495,3.11911,5.45006,0.962912,0.0152393,23.2124,6.95633,9.42162,5.82527,69.4996,15.3802,0.241697,100.058,-9553.82
47.0224,0.977856,0.0129161,16.5609,3.09475,5.04928,0.959575,0.0159271,22.4823,5.57168,8.81954,3.3047,49.1683,15.2667,0.21075,44.1494,-9546.06
43.0736,0.934795,0.0112984,17.8796,3.167,3.51602,0.940977,0.00823677,26.3265,8.3861,8.42081,3.32998,44.418,16.8161,0.160746,81.4425,-9547.2
39.4106,0.979202,0.0135078,17.1722,3.11517,3.82778,0.974466,0.0112057,21.6302,3.73957,6.27792,2.88727,77.4947,18.9466,0.474931,44.9664,-9550.86
44.3693,0.958411,0.0155817,16.9096,3.36468,4.55595,0.889409,0.00475642,23.5062,5.34475,9.1495,3.5778,63.4928,17.672,0.334439,44.2486,-9546.49
46.7013,0.997938,0.0100839,16.3492,3.02515,4.15346,0.977931,0.0102932,20.5139,3.50069,8.99835,2.6893,63.5391,16.2068,0.182535,67.1704,-9544.94
49.89,0.950211,0.0116747,16.5525,3.19751,2.56916,0.948176,0.00852164,23.8695,3.61726,12.3765,3.85473,59.9399,16.5302,0.186243,55.2308,-9555.39
44.6242,0.935356,0.0183686,17.4829,3.80436,4.60596,0.907069,0.00917672,24.4724,4.51339,10.2729,4.27643,58.3977,17.6646,0.389847,43.5478,-9551.66
42.5687,0.931527,0.00906519,16.93,2.98595,4.2056,0.963917,0.015563,24.7482,5.89386,7.0827,4.05269,61.92,17.2465,0.320637,24.8768,-9547.87
46.583,0.784785,0.013042,18.8766,3.54731,3.94053,0.985945,0.0087433,27.3417,6.53377,11.5389,5.1029,40.6143,16.579,0.431867,57.8674,-9559.06
44.9525,0.934214,0.0137594,16.995,3.17488,4.51449,0.857019,0.0205625,25.6852,5.92167,7.39355,2.72042,54.0754,16.7238,0.137906,40.1015,-9552.18
45.1992,0.967557,0.00547396,16.8925,2.90936,4.48034,0.966659,0.0210683,19.7256,3.40874,9.284,3.11375,50.2492,16.0606,0.245538,96.7124,-9551.34
44.3286,0.983719,0.0140046,17.7274,3.29474,3.66966,0.940968,0.00881346,19.5419,3.28542,9.73155,4.25093,49.8251,16.1862,0.119716,86.6998,-9551.58
37.3916,0.92771,0.010512,18.4763,2.90503,3.36124,0.981572,0.00803327,25.0304,5.2597,10.043,4.36265,47.0666,15.8004,0.233119,46.4651,-9551.06
42.4357,0.922741,0.0166819,18.1417,3.56629,4.99112,0.942277,0.0162357,23.6535,6.24116,10.0717,5.06131,45.4152,17.6504,0.291606,81.5017,-9547.67
40.093,0.88016,0.0118369,18.6798,3.19183,4.6967,0.985795,0.0141171,23.9765,5.28313,9.3286,3.50256,61.4214,16.87,0.160419,132.304,-9552.76
39.4833,0.900528,0.0100001,18.4892,2.98767,3.01833,0.937213,0.0130398,27.3903,3.70925,12.684,3.62112,47.3368,17.811,0.690059,30.7833,-9554.04
42.0046,0.992366,0.0146107,15.9023,2.9433,5.74551,0.955921,0.0102764,21.8854,4.8721,9.49309,4.09326,68.6467,18.421,0.432679,53.0322,-9546.25
44.2165,0.98653,0.0106551,15.5621,2.96069,3.29836,0.894208,0.0140226,26.6022,6.18148,8.86563,5.26391,58.1585,17.1964,0.250639,61.9192,-9551.74
45.2886,0.984868,0.0153219,15.8596,3.184,3.64444,0.874666,0.00817337,24.9554,3.96341,9.67677,4.36956,40.9545,18.8012,0.32124,45.0761,-9547.57
42.7685,0.941942,0.0123661,16.9491,3.18332,3.28811,0.940437,0.00525622,24.6483,5.38539,11.2708,4.22163,38.0322,17.2741,0.34188,29.153,-9549.01
45.708,0.919032,0.013789,17.0049,3.19785,4.50769,0.979625,0.021237,21.2996,5.7815,10.3713,4.83804,54.3002,17.0023,0.354143,42.8481,-9543.65
41.0647,0.944817,0.0155007,17.8314,3.28671,3.11883,0.936254,0.00786651,26.7397,5.81371,9.44497,4.15541,62.9878,16.7675,0.365092,36.3038,-9546.33
41.0079,0.958565,0.015012,17.5573,3.30395,5.30532,0.953175,0.0146354,20.1472,3.14025,10.249,5.33138,74.0743,18.0654,0.323881,66.9553,-9551.34
37.1397,0.969532,0.0126812,18.2183,2.88997,4.79087,0.927347,0.013743,21.2207,3.71061,9.73862,4.1592,49.9409,16.8487,0.28127,40.6159,-9550.56
53.303,0.93545,0.01243,15.3551,3.28787,4.12306,0.994725,0.00906122,24.2329,4.53603,8.49074,2.90814,50.8622,17.4593,0.281177,52.1732,-9549.08
38.8201,0.949992,0.012706,17.9359,2.94942,4.98156,0.966105,0.0131415,23.4105,4.88089,12.2311,5.2859,65.3391,16.7996,0.250593,81.7146,-9547.64
41.2449,0.975113,0.0123637,17.687,3.1272,4.30114,0.944763,0.0144821,21.5038,4.40801,9.13579,4.1801,46.522,16.8578,0.302826,37.8439,-9547.29
47.4897,0.954635,0.0123337,16.6044,3.14066,3.2501,0.905413,0.0140141,26.1827,6.02927,5.6465,2.35349,61.9379,16.4393,0.199348,22.9993,-9550.94
48.4084,0.980302,0.0119505,16.1532,3.12074,4.73106,0.99127,0.0106661,21.9714,6.39325,8.62773,4.19888,64.1602,16.9566,0.818718,26.6482,-9546.25
45.8664,0.942022,0.0118165,16.0986,3.14146,3.80989,0.99157,0.0197416,19.3818,3.30105,7.2287,4.32957,66.8607,18.154,0.394351,41.5358,-9552.34
41.438,0.852861,0.0148057,19.1165,3.41805,5.12455,0.920876,0.0132818,25.9206,6.74782,12.8193,4.79352,34.2053,17.2059,0.342293,59.0575,-9551.43
46.3897,0.983931,0.0134175,16.5635,3.18613,3.98325,0.885397,0.0205262,23.2025,4.28023,9.4142,3.4743,52.9957,16.5583,0.337827,77.1239,-9547.6
35.9116,0.964129,0.0115396,18.8934,3.17726,4.94236,0.956766,0.0215274,20.4453,4.90594,10.2725,4.81805,63.7982,16.0804,0.417013,27.7417,-9558.54
47.9779,0.870892,0.0115896,18.1846,3.26447,4.23797,0.919381,0.0136027,24.0645,5.19012,10.2144,5.02815,48.5045,15.0862,0.535523,51.7419,-9552.83
51.7687,0.887735,0.0142084,16.2886,3.37511,3.9721,0.957953,0.0107592,23.6094,5.45249,6.92262,3.42243,65.0119,17.4986,0.481865,41.1985,-9546.76
39.8857,0.97322,0.0122606,17.8803,3.03046,5.21701,0.944531,0.0186091,22.0659,4.80684,9.24235,3.35063,63.6512,16.1071,0.739948,24.4735,-9550.38
42.1301,0.833333,0.0177955,18.7933,3.79218,3.94157,0.955099,0.00639249,27.9869,6.23944,8.91801,5.02121,58.1678,17.7185,0.201315,104.371,-9557.02
42.5501,0.917214,0.0159092,18.4072,3.31988,3.04916,0.915438,0.0066057,23.8,4.30359,12.3747,3.82432,38.6561,15.2832,0.291187,37.003,-9547.91
45.9869,0.902056,0.017941,17.5574,3.49444,5.08768,0.933424,0.00648727,23.9704,6.01626,8.34925,3.38316,63.5665,16.2384,0.657493,31.6603,-9550
50.5168,0.918548,0.0206129,18.2862,4.07141,3.21796,0.985924,0.0202195,22.1598,5.11171,10.9221,5.33446,44.033,15.0695,0.327857,61.0789,-9554.69
41.4928,0.936416,0.0106073,17.2861,2.95962,3.34752,0.948237,0.0141226,24.0361,7.34573,10.5442,4.14309,45.5979,17.5851,0.372842,28.9439,-9550.07
43.9872,0.959894,0.0132429,15.376,3.08677,4.52491,0.9184,0.0101646,26.7213,6.94383,7.36174,3.42501,78.8939,20.1908,0.615407,42.3181,-9566.81
43.0427,0.839816,0.0140456,20.0443,3.57389,3.68497,0.960697,0.0110518,26.5927,6.49377,10.0033,2.88689,54.1063,16.4615,0.17981,66.3179,-9557.61
40.944,0.934713,0.0113942,16.895,2.99172,4.31325,0.969056,0.0131001,23.0939,7.35959,12.0498,4.76137,41.0753,17.6685,0.343205,61.7588,-9549.75
37.15,0.952213,0.0123366,19.4126,3.14498,3.07065,0.90971,0.01858,24.1772,6.00264,8.67385,3.65182,61.9884,15.3437,0.430187,35.5127,-9554.29
46.2022,0.944237,0.0216422,18.2658,3.89047,4.45559,0.935228,0.00579184,22.2671,3.17816,8.03772,3.2362,67.4776,16.7609,0.171886,57.2072,-9548.83
48.7427,0.92378,0.00365244,15.0693,2.69586,3.5972,0.927939,0.00897276,23.877,4.12752,7.69869,2.82925,42.0488,16.9808,0.151186,48.5751,-9561.13
48.3679,0.920257,0.0127715,17.2581,3.33192,3.03989,0.968586,0.0203637,23.8874,4.38193,11.1131,5.435,61.6123,16.0869,0.499548,43.9775,-9553.57
47.4733,0.981664,0.013108,15.9805,3.21601,3.32221,0.916206,0.0175384,22.4965,4.11516,11.1617,3.32761,36.714,16.517,0.592941,24.128,-9551.16
46.7625,0.905451,0.0108865,17.5303,3.23352,3.43769,0.988457,0.018133,20.8086,3.84046,10.7372,3.73254,34.829,15.5281,0.521522,39.4319,-9550.45
50.7126,0.916546,0.014717,16.7338,3.4896,4.08048,0.967242,0.00948574,20.9508,3.00304,13.8272,5.55713,38.3491,15.8805,0.0949413,87.701,-9553.2
39.1042,0.933709,0.0177321,18.7793,3.28646,4.56545,0.935165,0.0162698,22.4305,4.24589,12.2752,3.49043,54.7144,16.3803,0.521568,48.6534,-9551.63
51.7081,0.927781,0.0116745,15.7103,3.20885,4.05041,0.959141,0.00965859,23.3919,5.52087,10.821,4.36191,58.0485,17.5494,0.503093,32.9321,-9548.58
39.3148,0.847089,0.011421,18.7524,3.25638,3.76927,0.973991,0.00519329,27.1146,7.60267,8.31563,4.0401,49.706,18.0909,0.0794218,24.356,-9558.14
42.3554,0.878598,0.010457,18.2181,3.22453,5.88443,0.949848,0.00738126,21.6112,4.08512,8.72241,4.32425,47.7063,17.0404,0.500484,53.2503,-9553.4
46.7278,0.953634,0.0133638,16.6774,3.16963,4.23483,0.882347,0.00942851,23.0174,4.54984,8.8959,5.66421,49.0822,16.6626,0.368167,45.2382,-9545.93
45.2034,0.935306,0.00985869,16.786,3.09714,4.7315,0.970536,0.0222361,22.541,5.88804,7.88806,3.50326,55.562,17.3456,0.247654,45.6867,-9547.73
47.7679,0.973139,0.0132018,15.7292,3.01686,5.10497,0.955035,0.0141671,21.7016,7.8052,11.0788,4.04886,29.6575,16.6734,0.411465,43.403,-9555.92
39.866,0.939932,0.010163,16.9526,2.98087,5.18766,0.905687,0.0176428,23.0724,4.57133,6.70579,2.99695,74.5834,18.3374,0.716028,29.8717,-9552.4
45.2894,0.970108,0.011368,16.701,3.18333,4.07658,0.949694,0.0141732,24.2703,5.06789,7.21132,2.89743,62.8364,17.3324,0.16809,43.9911,-9546.58
40.9057,0.905457,0.00966323,17.1094,2.85604,3.86548,0.965097,0.00987793,23.9057,7.27248,8.56224,6.87132,58.0469,18.4647,0.462853,44.2306,-9556.73
48.5034,0.905701,0.00976767,16.6016,3.24257,4.74251,0.963518,0.0162448,21.031,5.1059,10.279,2.71891,49.9743,17.6666,0.347414,82.9574,-9550.85
43.4842,0.94913,0.0109958,16.6899,2.96566,4.13697,0.878121,0.0077493,24.8455,3.43242,8.91269,4.80452,63.1194,17.7871,0.569678,17.4042,-9551.54
42.3527,0.926133,0.0122562,17.3297,3.03509,6.11637,0.984736,0.0189291,19.868,4.36305,9.10906,4.50436,58.6335,17.2155,0.272594,63.9818,-9546.12
46.1447,0.918889,0.00751552,16.4151,2.87946,3.55039,0.811728,0.0126875,26.0053,6.48073,10.0193,3.46816,46.807,15.6466,0.152878,39.9947,-9551.14
46.9101,0.967049,0.00886529,15.1609,2.86572,5.33577,0.895058,0.015212,22.3044,5.06676,10.0862,3.05267,58.4523,17.7344,0.25609,42.3858,-9549.98
41.4917,0.94618,0.0162218,17.603,3.34512,4.63918,0.956825,0.00586802,20.51,4.0589,9.20147,3.68768,70.4651,18.4653,0.396416,32.1825,-9546.16
44.8999,0.877494,0.015822,18.3816,3.38833,4.25978,0.969038,0.0168574,24.4333,7.97449,7.72926,6.8848,62.1293,17.213,0.335754,62.9297,-9552.36
46.5376,0.90673,0.015461,17.9356,3.4623,6.61378,0.93846,0.0264072,20.5389,6.49361,11.0568,6.07194,58.4848,16.561,0.3275,45.3561,-9553.14
40.736,0.922836,0.0119688,18.0808,3.17415,3.46203,0.959113,0.0187663,22.862,4.13496,9.33845,3.45231,62.0633,17.8092,0.450151,45.1057,-9549.58
44.372,0.977521,0.0139642,17.4819,3.27315,5.63252,0.968611,0.00980693,21.4333,5.4615,8.36878,4.01583,56.7542,15.3088,0.155904,75.4476,-9548.36
45.0902,0.95249,0.00951212,15.6729,2.92477,3.02531,0.968863,0.012334,23.2917,5.89582,8.72993,3.82437,57.6208,18.5319,0.112049,34.3441,-9543.45
44.0497,0.913266,0.0130888,17.1231,3.26146,4.15044,0.941527,0.0211309,22.0291,4.19611,8.60213,2.81204,47.123,18.3045,0.407791,41.6917,-9549.34
44.1895,0.906049,0.0126352,19.0352,3.38637,4.80569,0.963251,0.0100598,21.9204,4.01588,10.9537,3.28657,36.2385,14.2943,0.642596,32.9861,-9553.79
50.1498,0.944835,0.0199638,16.9024,3.58085,5.14491,0.928872,0.0189378,20.9556,4.25792,10.5778,3.51308,33.4925,15.6023,0.258287,61.0973,-9552.38
39.1866,0.918612,0.0114403,17.8825,3.03661,3.55281,0.912669,0.00658187,26.374,5.08066,8.48828,4.41536,62.3354,17.6406,0.124957,47.1139,-9549.61
45.8291,0.99071,0.0147467,16.6735,3.3398,4.14214,0.938897,0.0116365,23.8837,4.85611,8.2539,3.56722,76.953,16.8894,0.286208,69.232,-9547.28
46.7016,0.926089,0.0199599,17.5855,3.66047,6.50367,0.922159,0.0143717,23.0156,7.86906,7.83117,3.42536,63.9816,16.8554,0.55559,19.7381,-9549.16
48.0007,0.963395,0.0155804,16.7935,3.45087,6.03856,0.919778,0.0133762,23.9058,7.57193,11.1211,4.17324,51.6627,17.7555,0.213971,78.4164,-9554.96
40.7077,0.942991,0.0107517,16.6551,2.94383,4.23508,0.85611,0.0055924,29.9523,5.83181,8.01598,2.98579,58.8444,17.3883,0.155492,124.218,-9551.52
43.1519,0.985694,0.0110958,17.0249,3.09299,3.14337,0.999419,0.013255,23.0672,5.85141,9.73892,3.64908,54.8987,16.844,0.501576,42.4142,-9552.76
47.5334,0.910268,0.01014,16.5975,3.07443,5.94444,0.972811,0.0135853,23.9544,4.82327,10.2001,5.52606,45.1739,16.3766,0.237196,149.387,-9549.67
43.6249,0.929489,0.0113825,16.7957,3.03013,4.95649,0.954354,0.0100311,21.4422,4.82603,9.91129,4.64126,66.745,17.4719,0.225555,110.811,-9555.09
49.1367,0.847857,0.0153584,17.5574,3.59607,4.28951,0.888351,0.00836948,21.9112,3.0281,12.4181,5.20017,37.6486,17.9555,0.274447,59.1332,-9552.72
49.8024,0.918202,0.0126999,17.0233,3.40702,4.79377,0.882948,0.0149475,22.7913,5.58358,11.3909,4.32333,36.9911,16.0556,0.375314,71.4343,-9549.57
40.691,0.932545,0.0181428,19.0384,3.55358,4.2413,0.951387,0.00676516,22.6229,5.5258,9.24911,3.57934,50.8587,16.6103,0.327106,48.7485,-9548.1
39.7606,0.948759,0.0145237,17.2569,3.10834,3.67878,0.969946,0.00843151,24.2992,5.37786,7.44347,4.39998,55.188,17.5621,0.440256,37.0398,-9550.43
46.8534,0.882346,0.0145912,18.2004,3.67088,3.521,0.955405,0.00596915,20.4451,3.13229,6.78718,3.95612,70.1602,18.3292,0.445478,23.3989,-9552.26
43.8725,0.933453,0.0110518,16.8541,3.07855,4.85817,0.946545,0.0214141,24.0469,6.60277,6.06231,3.04333,86.3029,18.3619,0.110313,38.9472,-9553.23
43.1406,0.929154,0.01414,18.1751,3.32346,3.53497,0.974575,0.00466105,24.3397,5.77058,9.50962,4.55756,49.0298,15.6912,0.18173,53.247,-9546.96
39.5384,0.905718,0.0193503,18.3526,3.27305,3.81621,0.956737,0.0117959,23.2528,5.73647,7.4941,3.53644,83.1252,16.5019,0.307645,50.5275,-9553.33
48.6605,0.895888,0.0131752,17.0843,3.32332,3.69661,0.897696,0.00997767,24.2821,5.5916,8.86117,3.22906,50.6927,16.5217,0.255676,48.924,-9548.1
52.2874,0.979321,0.0153908,15.3173,3.28773,3.76424,0.909628,0.00824615,24.0539,5.22429,7.91609,3.7427,65.436,17.5061,0.217282,72.8048,-9548.48
43.7551,0.862201,0.014198,18.5287,3.51041,4.50585,0.974312,0.00566651,25.1087,5.27265,9.41411,4.45273,56.684,16.7423,0.515783,29.8639,-9550.52
45.8189,0.854489,0.0143373,18.0286,3.39974,4.23327,0.915223,0.01531,22.1523,5.13601,12.0268,4.02649,36.8056,17.2637,0.560692,43.2623,-9546.53
43.522,0.914919,0.0136648,17.971,3.28235,4.68902,0.885154,0.00751301,26.008,5.51584,11.952,4.83381,59.9567,17.4066,0.30249,52.9946,-9548.8
44.9973,0.929199,0.016772,17.8562,3.50279,3.33357,0.942569,0.00728386,22.3401,3.12824,9.11368,4.18661,54.6385,16.7781,0.387181,44.778,-9549.7
43.681,0.86248,0.00764399,17.289,2.97981,3.87683,0.937582,0.0201842,25.5453,6.1121,7.9395,3.30878,46.974,18.1903,0.24057,24.7032,-9549.81
42.3551,0.948776,0.0107952,17.5593,3.04716,4.34374,0.951636,0.0109124,22.3732,5.36659,7.55521,3.7707,67.703,17.1944,0.240907,36.0765,-9544.09
43.5525,0.970783,0.0094444,16.2177,2.91897,6.14042,0.96081,0.0141531,20.7481,4.98808,9.86384,2.6187,53.3563,17.3105,0.446901,64.5742,-9549.06
48.6147,0.916871,0.0165431,17.438,3.42557,4.37948,0.913067,0.0294765,21.2742,4.69478,14.4599,4.65388,41.8889,15.7917,0.393611,49.6359,-9552.57
41.3876,0.937043,0.00761336,17.2478,2.88872,3.83009,0.993558,0.0126882,22.6493,4.20787,7.70994,3.24058,59.0872,17.7381,0.435914,51.9765,-9548.79
45.401,0.983035,0.014452,15.9994,3.06997,4.00825,0.941397,0.00941638,22.6301,3.38663,7.2389,3.24728,55.2666,17.0841,0.128782,85.1177,-9549.07
43.7675,0.893396,0.0113447,17.9977,3.1599,3.44718,0.845716,0.00572911,28.2779,6.00007,12.4502,4.51323,32.1773,16.8168,0.26835,66.6251,-9555.31
51.0806,0.975503,0.0134263,15.0013,3.15851,3.18611,0.948182,0.01065,23.4076,4.97282,8.70579,2.55612,49.3644,17.9134,0.235674,32.5565,-9546.24
40.2861,0.927652,0.00913691,17.0908,2.88708,4.08116,0.890053,0.0106076,23.615,6.15424,9.27912,4.31133,54.6786,18.0709,0.377292,40.0491,-9548.72
37.1478,0.940388,0.0106418,18.5102,2.91627,5.65849,0.933082,0.0107659,23.1269,6.53253,9.02773,3.31357,51.0203,15.8675,0.265662,43.8818,-9547.32
42.1174,0.955696,0.0154016,17.8087,3.39453,3.38499,0.947576,0.0235761,23.7084,5.46479,12.6107,3.48011,44.4681,17.1576,0.281941,38.9642,-9549.54
39.2653,0.992879,0.0109761,16.3759,2.82642,3.79201,0.901229,0.0151135,24.4764,5.93026,9.64851,4.72523,64.608,16.8089,0.329771,33.5734,-9553.25
43.7864,0.954081,0.019566,18.1757,3.66563,2.93967,0.936109,0.00700922,27.3491,6.42567,9.00752,3.09985,59.8926,16.6517,0.190863,58.8978,-9551.2
42.0429,0.965296,0.010661,16.9787,3.06555,4.43064,0.904974,0.0128088,25.3554,5.38724,9.30214,4.16942,62.2883,18.1985,0.162082,88.7328,-9544.49
44.4618,0.990528,0.00720931,15.2207,2.71164,3.56856,0.943903,0.0153583,25.6316,4.98137,16.8886,3.83235,37.7314,16.9205,0.27464,89.8224,-9554.1
49.0297,0.917819,0.0121218,15.7669,3.08056,4.67748,0.932874,0.0146872,22.8826,6.71063,8.5191,3.62297,52.7495,18.4011,0.278093,42.8577,-9544.79
45.1134,0.942492,0.013814,16.2892,3.17052,3.38683,0.839724,0.0111665,25.6419,5.19215,10.8431,4.25868,50.0954,18.7495,0.297264,93.3245,-9549.67
40.9347,0.903979,0.0132656,19.2269,3.2673,3.84477,0.987789,0.015339,24.183,5.5995,11.0465,4.84195,55.55,15.2543,0.349589,62.9154,-9552.37
42.2303,0.957291,0.0120815,17.4965,3.05221,3.22832,0.886016,0.0115463,25.2578,6.75883,10.1832,4.28593,50.4925,16.427,0.21202,36.0984,-9547.27
37.8322,0.930026,0.00885377,18.4703,2.89533,4.32326,0.928606,0.0250311,22.3746,3.74518,9.99499,3.72304,62.7087,16.5612,0.188579,33.5539,-9562
48.039,0.991481,0.0175353,15.6547,3.21383,3.79215,0.887816,0.00473785,24.6619,6.12237,12.6203,4.16624,48.3477,16.4,0.270733,45.153,-9554.93
52.1612,0.967219,0.0122407,15.7395,3.32908,5.72947,0.973282,0.0192257,23.2974,5.56025,8.46887,2.68592,53.2626,18.148,0.160078,181.748,-9553
38.1496,0.947099,0.012621,19.3356,3.13319,6.12817,0.885275,0.00878683,28.3942,5.61697,12.4144,5.02153,55.6635,15.3318,0.27454,161.436,-9557.22
37.9397,0.880506,0.00967377,18.5458,2.99652,4.05134,0.904933,0.00502413,29.4609,4.93913,10.5857,3.58029,54.1513,17.3397,0.238168,113.026,-9552.86
48.3211,0.936583,0.017626,16.5363,3.21603,4.91045,0.91208,0.0105598,24.9543,4.47648,10.2266,4.76932,58.5947,16.4441,0.258806,75.6922,-9552.64
49.1743,0.884247,0.0200563,17.9056,4.0289,4.40756,0.803218,0.00360766,30.7381,5.87914,13.9533,3.72505,29.8772,16.5809,0.302371,123.582,-9566.17
41.7809,0.986257,0.0109401,16.7976,2.97336,5.69839,0.907036,0.02083,22.0914,4.43388,9.86058,3.40622,61.5687,16.8665,0.29615,91.5911,-9549.19
40.7968,0.995683,0.0148537,16.5977,3.21448,4.59379,0.960794,0.0107134,21.8425,7.78762,8.79082,3.8001,61.5887,18.1579,0.229026,65.1553,-9548.67
40.7615,0.908071,0.0157802,18.8353,3.49007,3.2278,0.968045,0.0104976,26.5419,5.94192,10.8044,4.34038,49.2706,16.4788,0.0631358,42.3311,-9554.21
42.3724,0.959212,0.0134613,17.1009,3.27927,3.68335,0.941752,0.0114929,24.8357,4.44024,8.48831,2.92619,62.0719,18.1179,0.468048,41.0062,-9547.59
41.1657,0.983062,0.00827176,16.3723,2.8436,4.0619,0.991704,0.00816528,22.7914,3.79097,11.914,3.71332,37.5731,16.7047,0.285597,61.4563,-9552.65
49.1887,0.967477,0.0127623,15.7509,3.07877,3.5755,0.951581,0.0177564,23.3566,4.74334,11.3792,3.86145,54.9582,17.0798,0.411275,63.6176,-9546.31
46.7003,0.947148,0.0115616,15.7481,3.11849,7.12062,0.959971,0.0123019,26.1869,6.82014,11.2767,3.66596,49.7772,18.1858,0.3648,116.406,-9554.16
46.2696,0.981888,0.0130268,15.8133,3.03033,3.88193,0.908221,0.0112543,21.9761,3.86177,11.4257,4.49317,40.3929,16.7045,0.22126,71.6343,-9550.77
41.3553,0.941614,0.00846416,16.9258,2.84461,4.10421,0.913785,0.0144914,25.3456,5.8739,7.76018,3.26541,59.3032,16.6581,0.365821,36.4635,-9548.14
47.2078,0.956196,0.0137229,16.7539,3.251,4.02249,0.957547,0.00966662,22.5944,5.30008,10.1331,3.12396,31.9694,15.6263,0.432608,52.064,-9550.76
52.2726,0.976523,0.0184523,15.7083,3.51717,2.48536,0.962445,0.00462074,25.4877,4.11184,9.08573,4.51083,47.6391,15.9619,0.381802,71.1287,-9559.08
45.4491,0.972823,0.00797631,16.6073,2.90018,3.95821,0.868783,0.00644467,24.0059,4.87695,10.2534,3.50838,33.4733,15.7625,0.244954,60.3297,-9551.22
44.3927,0.974081,0.0137543,16.8637,3.25324,4.86434,0.941612,0.0136897,22.9499,7.99389,9.61668,3.32018,62.9429,17.6016,0.147892,62.8547,-9545.43
45.3532,0.860683,0.0153714,17.9614,3.32083,3.60949,0.938259,0.0122366,26.931,6.41628,9.3481,3.98611,55.1809,16.1806,0.337349,47.8368,-9554.92
44.5936,0.95089,0.0158311,17.6737,3.29098,4.28343,0.883323,0.00914492,24.2596,4.22096,11.6648,4.37701,56.1298,16.1486,0.401462,70.3113,-9546.78
45.9318,0.957138,0.0164671,17.8272,3.40152,4.85188,0.973103,0.00969967,22.4404,5.78859,9.78745,3.00612,46.4668,15.8031,0.122604,45.5923,-9551.41
46.9746,0.972506,0.0190478,16.4595,3.54595,4.25793,0.984478,0.0170316,20.0718,4.34542,9.34758,5.14969,59.3349,18.732,0.130062,51.2322,-9548.49
37.9443,0.976225,0.0142472,18.1876,3.1113,5.75585,0.948077,0.0097028,23.102,4.59669,9.71134,3.83063,71.8128,16.6814,0.371732,83.8993,-9550.67
45.0617,0.893735,0.0186277,18.5116,3.73721,4.32873,0.942266,0.015592,26.0338,6.15892,13.8741,4.05667,45.0779,16.6433,0.243718,99.0493,-9551.2
50.1734,0.898214,0.0171731,17.3896,3.53596,4.46299,0.972766,0.0201237,23.6671,4.94318,9.38434,3.40482,49.6159,15.6802,0.231471,139.025,-9549.93
47.4024,0.866391,0.00981302,16.8135,3.10329,4.56308,0.910344,0.00939085,23.8173,4.39861,12.2196,4.0365,37.3566,18.005,0.248143,114.491,-9547.21
